structure_id,energy,n_atoms,cluster_type,neatness_score,compactness,symmetry_score,robustness_score,n_bonds,avg_coordination,max_coordination,min_coordination,atom_1_element,atom_1_x,atom_1_y,atom_1_z,atom_2_element,atom_2_x,atom_2_y,atom_2_z,atom_3_element,atom_3_x,atom_3_y,atom_3_z,atom_4_element,atom_4_x,atom_4_y,atom_4_z,atom_5_element,atom_5_x,atom_5_y,atom_5_z,atom_6_element,atom_6_x,atom_6_y,atom_6_z,atom_7_element,atom_7_x,atom_7_y,atom_7_z,atom_8_element,atom_8_x,atom_8_y,atom_8_z,atom_9_element,atom_9_x,atom_9_y,atom_9_z,atom_10_element,atom_10_x,atom_10_y,atom_10_z,atom_11_element,atom_11_x,atom_11_y,atom_11_z,atom_12_element,atom_12_x,atom_12_y,atom_12_z,atom_13_element,atom_13_x,atom_13_y,atom_13_z,atom_14_element,atom_14_x,atom_14_y,atom_14_z,atom_15_element,atom_15_x,atom_15_y,atom_15_z,atom_16_element,atom_16_x,atom_16_y,atom_16_z,atom_17_element,atom_17_x,atom_17_y,atom_17_z,atom_18_element,atom_18_x,atom_18_y,atom_18_z,atom_19_element,atom_19_x,atom_19_y,atom_19_z,atom_20_element,atom_20_x,atom_20_y,atom_20_z
722.xyz,-1555.433279,20,Au20,0.44945625414781265,0.4848609614085933,0.55,0.6314382065139936,67,6.7,11,6,Au,2.18928224,-2.4e-07,0.85930171,Au,-2.18928224,-2.4e-07,-0.85930175,Au,3.01929796,-2.2e-07,-1.6850928,Au,-3.01929883,-2.5e-07,1.68509295,Au,-0.47576346,-8.01e-06,1.1804322,Au,0.47576438,-7.16e-06,-1.1804339,Au,1.05805388,-2.5e-07,3.27112979,Au,-1.05805346,-2.2e-07,-3.27112927,Au,1.27341887,1.39100624,-3.23779745,Au,-1.27341919,1.39100679,3.23779828,Au,-1.27341781,-1.39100506,3.23779474,Au,1.27341763,-1.39100468,-3.23779426,Au,-1.79484655,-2.23128461,0.7307978,Au,1.79484666,-2.23128472,-0.73079782,Au,1.79484846,2.23128768,-0.73079695,Au,-1.79484859,2.23128795,0.73079682,Au,0.79867903,-2.23322775,1.71246808,Au,-0.79867914,-2.23322794,-1.71246817,Au,-0.79868125,2.23323124,-1.71246874,Au,0.79868141,2.23323146,1.71246872
931.xyz,-1555.433278,20,Au20,0.44949037097230204,0.4849455100558205,0.55,0.6314466613040896,67,6.7,11,6,Au,-0.28429804,-2.18e-05,-1.2405421,Au,0.28429804,2.18e-05,1.2405421,Au,-2.28791741,-5.5e-07,0.54624455,Au,1.63416209,-2.23325367,0.94846944,Au,1.63415422,2.23324347,0.94847229,Au,-1.63416209,2.23325367,-0.94846944,Au,2.28791741,5.5e-07,-0.54624455,Au,-1.63415422,-2.23324347,-0.94847229,Au,-1.51464921,3.8e-07,3.10824631,Au,0.80520656,-1.39128206,3.38436007,Au,0.80520449,1.39128122,3.38435593,Au,-0.80520656,1.39128206,-3.38436007,Au,1.51464921,-3.8e-07,-3.10824631,Au,-0.80520449,-1.39128122,-3.38435593,Au,-2.73795148,-1.53e-06,-2.07981318,Au,1.05483908,-2.23158346,-1.62563105,Au,1.05484476,2.23159301,-1.62563046,Au,-1.05483908,2.23158346,1.62563105,Au,2.73795148,1.53e-06,2.07981318,Au,-1.05484476,-2.23159301,1.62563046
10.xyz,-1555.417784,20,Au20,0.17458498148105456,0.23191421726078937,0.0,0.6853095703927455,60,6.0,9,3,Au,-2.28259657,0.12722234,-1.87854145,Au,2.28259657,-0.12722234,-1.87854145,Au,-0.04120866,-1.3165395,-2.29404975,Au,0.04120866,1.3165395,-2.29404975,Au,3.49409418,0.82504068,0.2732279,Au,-3.49409418,-0.82504068,0.2732279,Au,-0.02441881,3.35664321,-0.30098775,Au,0.02441881,-3.35664321,-0.30098775,Au,0.88499044,0.96302652,0.31445822,Au,-0.88499044,-0.96302652,0.31445822,Au,-1.88091976,1.48191708,0.39905012,Au,1.88091976,-1.48191708,0.39905012,Au,-2.23436133,-2.45160599,-1.46027334,Au,2.23436133,2.45160599,-1.46027334,Au,2.09303324,-2.77205874,-1.9094554,Au,-2.09303324,2.77205874,-1.9094554,Au,-2.26885065,-3.07568799,1.04921874,Au,2.26885065,3.07568799,1.04921874,Au,2.47965764,-4.04401057,0.31941298,Au,-2.47965764,4.04401057,0.31941298
815.xyz,-1555.3829,20,Au20,0.3206972914262577,0.2253622232293501,0.5,0.5708096677774805,55,5.5,7,3,Au,1e-07,-7e-08,0.61179835,Au,3e-08,-2e-08,-2.02222932,Au,-1.05589762,2.42530397,1.02770664,Au,-1.57246324,-2.12706001,1.02771133,Au,2.62830762,-0.2983132,1.02771003,Au,1.05592749,-2.42529102,1.02770667,Au,1.57243677,2.12707952,1.02771134,Au,-2.62831116,0.29828084,1.02771002,Au,2.40262755,1.04552601,-1.32304362,Au,-2.10677012,1.55797423,-1.32303445,Au,-0.29586319,-2.60349444,-1.32304868,Au,-2.40262933,-1.04552681,-1.32303926,Au,2.10677157,-1.55797532,-1.3230301,Au,0.29586346,2.60349638,-1.32304432,Au,-3.60899335,2.66807692,0.5304053,Au,-0.50613774,-4.45957964,0.53040318,Au,4.11517119,1.79147755,0.53039627,Au,3.60897648,-2.66806438,0.53040725,Au,0.50613512,4.45955841,0.53040515,Au,-4.11515161,-1.79146893,0.53039825
818.xyz,-1555.373209,20,Au20,0.3303265020512731,0.2402125585120582,0.5,0.5692872937215763,54,5.4,7,3,Au,3.7e-07,-1.13e-06,2.60909855,Au,2e-08,-3e-08,-0.7911426,Au,0.71920415,-2.52248098,-0.15457904,Au,1.82455045,1.88396633,-0.15479398,Au,-2.54373154,0.63844193,-0.15487001,Au,-0.71920433,2.5224817,-0.15457971,Au,-1.82455008,-1.88396607,-0.15479358,Au,2.54373103,-0.63844186,-0.15486953,Au,-3.21699906,3.11599911,0.33376948,Au,-1.09007765,-4.34410292,0.33390737,Au,4.30699613,1.22805548,0.33248776,Au,3.21699909,-3.11599914,0.33376948,Au,1.09007764,4.34410288,0.33390739,Au,-4.30699613,-1.22805545,0.33248774,Au,-1.89777716,1.83802087,2.20638767,Au,-0.64298265,-2.56266797,2.20656813,Au,2.54097406,0.72459161,2.2056312,Au,1.89777705,-1.83802078,2.20638766,Au,0.64298269,2.56266807,2.20656817,Au,-2.54097408,-0.72459165,2.20563118
930.xyz,-1555.330285,20,Au20,0.26646566207859723,0.30507895966192683,0.15000000000000002,0.6432699593921185,54,5.4,7,3,Au,-0.1386388,-0.05336145,-4.06200456,Au,0.61386128,0.18385395,4.29282896,Au,3.95264765,-1.1848942,1.56896514,Au,-3.20342184,1.33537375,2.15258614,Au,-2.24293818,-1.09105252,2.34336974,Au,3.14629148,-1.39388008,-2.0399334,Au,-3.31206829,1.48498055,-1.95403145,Au,1.70381273,0.78949192,-2.38572035,Au,-1.89021765,-0.7219266,-2.20737764,Au,0.53821109,-1.71603531,-2.13159221,Au,-0.7189126,1.79635898,-2.27948598,Au,-0.58645616,1.05302041,2.13880086,Au,1.95415222,0.42477404,2.03252826,Au,0.30588147,-1.59395958,2.41272867,Au,-3.15895833,-0.24827316,0.0344892,Au,1.76612984,-1.73147502,0.21557433,Au,0.82881345,1.77376734,-0.04258066,Au,-1.806865,2.15919155,0.08780409,Au,3.20232871,0.53205419,-0.26076399,Au,-0.95365309,-1.79800875,0.08381487
727.xyz,-1555.309712,20,Au20,0.41093310136455896,0.39260186629507027,0.55,0.6220724653596658,63,6.3,10,4,Au,0.76718679,-0.0,1.04957903,Au,-0.7671868,0.0,-1.04957903,Au,1.81386567,0.0,-1.46561821,Au,-1.81386567,-0.0,1.46561821,Au,-3.35198869,0.0,-0.66176709,Au,3.35198869,-0.0,0.66176709,Au,0.0,4.02367018,0.0,Au,-0.0,-4.02367018,-0.0,Au,2.28880763,1.39694494,2.63923658,Au,-2.28880763,1.39694494,-2.63923658,Au,-2.28880763,-1.39694494,-2.63923658,Au,2.28880763,-1.39694494,2.63923658,Au,-0.20346501,2.2666735,1.93958292,Au,0.20346501,2.2666735,-1.93958292,Au,0.20346501,-2.2666735,-1.93958292,Au,-0.20346501,-2.2666735,1.93958292,Au,1.93430352,-2.21727095,0.10808702,Au,-1.93430352,-2.21727095,-0.10808702,Au,-1.93430352,2.21727095,-0.10808702,Au,1.93430352,2.21727095,0.10808702
337.xyz,-1555.288757,20,Au20,0.5175469640920095,0.7960090673656097,0.4,0.6702085917365609,61,6.1,13,4,Au,-1e-08,-1.7e-07,-3.17354416,Au,-0.0,5e-08,-0.58555596,Au,2.28743031,-1.36351019,0.20708286,Au,-3.6e-07,2.688099,0.21285494,Au,-2.28742975,-1.36350919,0.20708146,Au,-2.2874305,1.36351083,0.2070859,Au,3.7e-07,-2.68809929,0.21285669,Au,2.28742995,1.36350981,0.20708447,Au,-2.45389223,3.3e-07,2.46587644,Au,1.31099908,-2.33289829,2.50007467,Au,1.31099923,2.33289806,2.50007431,Au,2.45389223,-1.3e-07,2.46587644,Au,-1.31099913,2.33289819,2.50007454,Au,-1.31099918,-2.33289817,2.50007444,Au,2.45772032,-1.192e-05,-2.04727222,Au,-1.28854165,2.28442068,-2.08311371,Au,-1.28855737,-2.28439839,-2.08311258,Au,-2.45772051,-1.741e-05,-2.04727226,Au,1.28855972,-2.28440625,-2.08311337,Au,1.28853948,2.28441244,-2.08311291
900.xyz,-1555.26791,20,Au20,0.24890871877799486,0.4328960913449668,0.0,0.7136144289620828,58,5.8,10,3,Au,-3.04659511,-2.51120569,-2.22078033,Au,1.92827151,1.71125011,-0.61887605,Au,2.54873553,-2.27171143,1.6069456,Au,-2.17305524,2.46718553,2.30233154,Au,-2.11085417,-1.13898246,-0.20248358,Au,-0.47865278,0.76575321,-1.27066092,Au,0.6376183,-1.43574451,-0.02089002,Au,-0.87969908,0.27887963,1.59909776,Au,3.91686443,0.99514297,-2.17891414,Au,-2.78171457,0.09996566,-2.41241767,Au,-0.52810681,4.47679001,2.38469368,Au,0.57508382,-3.91939312,1.22952501,Au,0.3397902,2.10123226,3.0674394,Au,1.71619482,-0.39992183,-2.29088196,Au,-2.68789123,1.42531763,-0.03392514,Au,3.27548711,-0.50323464,-0.15066355,Au,-1.12779541,-3.50042388,-0.70110091,Au,-0.24412983,2.67011147,0.51350151,Au,-0.62257053,-1.56475571,-2.4454784,Au,1.74301905,0.25374478,1.84353817
961.xyz,-1555.249173,20,Au20,0.7751256022910902,0.7856049460191606,1.0,0.5413150476574716,54,5.4,6,5,Au,0.0,0.0,-2.94684281,Au,-0.0,0.0,2.94684284,Au,2.72809339,-1.277e-05,2.6e-07,Au,-1.41927868,2.36466706,0.00015574,Au,-1.41926222,-2.36466752,-0.00015511,Au,-2.72809339,1.277e-05,2.6e-07,Au,1.41927868,-2.36466706,0.00015573,Au,1.41926222,2.36466752,-0.00015512,Au,2.27982819,-1.30231698,2.28202004,Au,0.00043854,2.54357955,2.21874193,Au,-2.28203401,-1.30545368,2.28229584,Au,-2.27982819,1.30231699,2.28202004,Au,-0.00043854,-2.54357955,2.21874193,Au,2.28203401,1.30545368,2.28229584,Au,-2.28209005,1.30549777,-2.28231272,Au,2.27977243,1.30227276,-2.28200369,Au,0.000459,-2.54357932,-2.21874229,Au,2.28209005,-1.30549777,-2.28231272,Au,-2.27977244,-1.30227276,-2.28200369,Au,-0.000459,2.54357932,-2.21874229
114.xyz,-1555.239197,20,Au20,0.8287326859789537,0.8775146961805665,1.0,0.5447937000988259,52,5.2,6,5,Au,2.82049815,-5.5e-07,-0.0,Au,-2.82049815,5.5e-07,0.0,Au,-5.5e-07,2.82049865,0.0,Au,5.5e-07,-2.82049865,-0.0,Au,1.87522719,2.069e-05,-2.49110948,Au,-1.87522719,-2.069e-05,-2.49110948,Au,2.069e-05,1.87522984,-2.49111006,Au,-2.069e-05,-1.87522984,-2.49111006,Au,-1.87522719,-2.069e-05,2.49110948,Au,1.87522719,2.069e-05,2.49110948,Au,2.069e-05,1.87522984,2.49111006,Au,-2.069e-05,-1.87522984,2.49111006,Au,-2.29190932,-2.29190933,-1.30076911,Au,2.29190932,2.29190933,-1.30076911,Au,2.29192721,-2.29192722,-1.30072995,Au,-2.29192721,2.29192721,-1.30072994,Au,2.29192721,-2.29192721,1.30072994,Au,-2.29192721,2.29192722,1.30072995,Au,-2.29190932,-2.29190933,1.30076911,Au,2.29190932,2.29190933,1.30076911
113.xyz,-1555.23919,20,Au20,0.8289188648436814,0.8779783464837535,1.0,0.5448400644560676,52,5.2,6,5,Au,2.8198897,0.0,0.0,Au,-2.8198897,0.0,0.0,Au,0.0,2.8198897,-0.0,Au,0.0,-2.8198897,-0.0,Au,-1.87549286,0.0,2.491656,Au,1.87549286,-0.0,2.491656,Au,0.0,-1.87549286,2.491656,Au,-0.0,1.87549286,2.491656,Au,1.87549286,-0.0,-2.491656,Au,-1.87549286,0.0,-2.491656,Au,0.0,-1.87549286,-2.491656,Au,-0.0,1.87549286,-2.491656,Au,2.29177531,2.29177531,1.30096239,Au,-2.29177531,-2.29177531,1.30096239,Au,-2.29177531,2.29177531,1.30096239,Au,2.29177531,-2.29177531,1.30096239,Au,-2.29177531,2.29177531,-1.30096239,Au,2.29177531,-2.29177531,-1.30096239,Au,2.29177531,2.29177531,-1.30096239,Au,-2.29177531,-2.29177531,-1.30096239
867.xyz,-1555.239135,20,Au20,0.7082337238496739,0.8763633812664611,0.6,0.6046785626458768,52,5.2,6,5,Au,1.32200613,2.49176627,1.32124759,Au,-1.33303999,-2.49354513,1.33122952,Au,-1.31854314,2.48820639,-1.31902369,Au,1.33001173,-2.49253534,-1.33255573,Au,1.33303999,2.49354513,-1.33122952,Au,-1.32200613,-2.49176626,-1.32124759,Au,1.31854314,-2.48820639,1.31902369,Au,-1.33001172,2.49253534,1.33255573,Au,0.00240386,1.30259206,3.24255483,Au,-0.00153549,-1.29924439,3.23956533,Au,0.00153549,1.29924439,-3.23956533,Au,-0.00240386,-1.30259206,-3.24255483,Au,1.99156449,0.00100687,1.99120036,Au,1.99442811,0.00027609,-1.99476866,Au,-1.99442811,-0.00027609,1.99476866,Au,-1.99156449,-0.00100688,-1.99120036,Au,3.24371578,1.30396651,0.00104535,Au,-3.23831014,1.29781918,0.00118876,Au,3.23831014,-1.29781918,-0.00118876,Au,-3.24371578,-1.30396651,-0.00104536
732.xyz,-1555.23295,20,Au20,0.40067225242971827,0.43085392429508407,0.5,0.625891578937445,63,6.3,12,5,Au,1.26498609,0.0,-1.99554044,Au,-1.26498609,-0.0,1.99554044,Au,2.30243317,-0.0,0.52851305,Au,-2.30243317,0.0,-0.52851305,Au,0.0,-1.33688588,0.0,Au,0.0,1.33688588,-0.0,Au,0.0,-4.02975426,1e-08,Au,-0.0,4.02975426,-0.0,Au,-2.2254703,-2.64243263,-0.51272925,Au,2.2254703,-2.64243263,0.51272925,Au,2.2254703,2.64243263,0.51272925,Au,-2.2254703,2.64243263,-0.51272925,Au,-1.02387448,-1.33301981,-2.49149869,Au,1.02387447,-1.33301982,2.49149868,Au,1.02387447,1.33301981,2.49149869,Au,-1.02387447,1.33301982,-2.49149868,Au,-1.22208495,-2.64228773,1.92902709,Au,1.22208495,-2.64228773,-1.92902709,Au,1.22208495,2.64228773,-1.92902709,Au,-1.22208495,2.64228773,1.92902709
115.xyz,-1555.19279,20,Au20,0.8343341482107931,0.896232557806035,1.0,0.5466610240498343,52,5.2,6,5,Au,2.72609496,0.03037687,0.0,Au,-2.72609494,-0.03037689,-0.0,Au,0.03040963,2.73104102,0.0,Au,-0.03040966,-2.73104101,-0.0,Au,-1.8677401,-0.0071232,-2.51487101,Au,1.8677401,0.0071232,-2.51487101,Au,-0.00715596,-1.88368847,-2.51787313,Au,0.00715596,1.88368847,-2.51787313,Au,1.8677401,0.0071232,2.51487101,Au,-1.8677401,-0.0071232,2.51487101,Au,-0.00715596,-1.88368847,2.51787313,Au,0.00715596,1.88368847,2.51787313,Au,2.29993393,2.30016739,1.31033384,Au,-2.29993393,-2.30016739,1.31033384,Au,-2.27435789,2.27445662,1.30092211,Au,2.27435789,-2.27445662,1.30092211,Au,-2.27435789,2.27445662,-1.30092211,Au,2.27435789,-2.27445662,-1.30092211,Au,2.29993393,2.30016739,-1.31033384,Au,-2.29993393,-2.30016739,-1.31033384
719.xyz,-1555.181779,20,Au20,0.22494051373011087,0.33851147969146766,0.025,0.6921996295524802,60,6.0,11,4,Au,0.31681243,-4e-08,0.18036742,Au,0.51512103,-1e-06,-2.58048014,Au,-1.93365142,-2e-07,-1.50446934,Au,1.43010708,-1e-08,2.67787375,Au,2.74873991,-1.84863817,1.37478501,Au,-2.99041896,-2.4810699,-1.28770684,Au,-2.99041875,2.48106991,-1.2877068,Au,2.74873991,1.84863814,1.37478497,Au,-2.01197846,1.31068619,0.8257449,Au,2.26154982,1.34983081,-1.15130051,Au,2.26154961,-1.34983072,-1.15130062,Au,-2.01197847,-1.31068611,0.82574495,Au,0.19950423,-2.1948558,1.93982616,Au,-0.39313506,-2.12953059,-1.42147107,Au,-0.39313563,2.12953232,-1.42146999,Au,0.19950419,2.19485584,1.93982618,Au,1.30572888,-3.55381527,-0.03041891,Au,-1.2841846,-3.8043944,0.36389519,Au,-1.28418428,3.80439386,0.36389471,Au,1.30572856,3.55381512,-0.03041905
928.xyz,-1555.172182,20,Au20,0.24463578143211637,0.2838230341437272,0.1,0.6457216602068255,53,5.3,7,3,Au,0.09493551,-0.08660112,-5.21001501,Au,-0.0949346,-0.08659773,5.2100106,Au,-1.03614184,0.62932771,-2.95183979,Au,-0.37708399,-1.91220959,-3.41875797,Au,1.52651199,-0.13980541,-3.02912581,Au,-1.52651798,-0.13979857,3.02911157,Au,0.37707456,-1.91221017,3.41876645,Au,1.03614536,0.62932526,2.95184646,Au,0.80882335,-1.89899395,-1.06518159,Au,0.92318803,2.03749276,-1.6683185,Au,-3.40053587,0.55899359,-1.79492443,Au,1.86104625,-1.50393718,1.30441073,Au,1.57270575,2.16551737,0.85274975,Au,-2.54008074,0.15021205,0.65314729,Au,2.54008646,0.15020965,-0.65313248,Au,-1.86104428,-1.50393708,-1.30441592,Au,-1.57269886,2.16552303,-0.85275144,Au,3.40053693,0.55898406,1.79491975,Au,-0.80883123,-1.89898733,1.06517948,Au,-0.92318477,2.0374926,1.66832085
831.xyz,-1555.167578,20,Au20,0.2766880824136628,0.4949651649487746,0.025,0.7119153790372503,59,5.9,12,3,Au,0.21066494,-0.13360712,0.47103737,Au,0.12091,-0.71844822,3.07896999,Au,-1.18846983,-0.60331929,-2.34238135,Au,-0.57120097,1.44018686,4.36830602,Au,0.66981566,-0.36992359,-4.22944029,Au,-1.35506658,1.68380075,-0.84999823,Au,-0.73000864,-2.51812712,-0.48644012,Au,2.71644083,0.77693628,0.3655745,Au,0.93585167,2.65153396,-0.09454189,Au,-2.42340314,-0.59658932,0.04744148,Au,2.14587798,-1.52115071,-0.7332309,Au,-3.67173768,1.66037384,0.43681704,Au,1.39497977,-4.02417427,-0.69992517,Au,2.99624114,3.13909821,1.43986861,Au,-1.60323043,1.13275826,1.97081738,Au,1.01863825,-2.5870564,1.48678422,Au,1.03958973,1.68260962,2.34435389,Au,-3.48468198,0.69288446,-2.00245631,Au,0.69104128,-2.47371322,-2.70044022,Au,1.08774798,0.68592699,-1.87111599
281.xyz,-1555.166257,20,Au20,0.3221486744896427,0.4769575779546514,0.15000000000000002,0.6622388505147634,57,5.7,8,4,Au,6e-08,2.33080584,-2.4874991,Au,8e-08,-2.33080584,-2.4874991,Au,3e-08,1.37906521,-0.02831144,Au,-2e-08,-1.3790652,-0.02831143,Au,3.18602431,1e-08,-0.16965032,Au,-3.18602427,-1e-08,-0.16965033,Au,1.30470153,-0.0,-2.04835532,Au,-1.30470154,-0.0,-2.04835532,Au,3.84763173,0.0,2.45195775,Au,-3.84763174,-0.0,2.45195781,Au,1.32587425,1e-07,1.76375049,Au,-1.32587439,-1.5e-07,1.76375009,Au,-2.22796752,-2.30926769,-1.13022309,Au,2.22796753,2.30926786,-1.13022336,Au,-2.22796755,2.30926785,-1.13022332,Au,2.22796754,-2.30926797,-1.13022352,Au,-2.83428571,2.1464212,1.38927738,Au,2.8342857,-2.14642119,1.3892774,Au,-2.83428567,-2.14642119,1.38927732,Au,2.83428566,2.14642119,1.38927736
686.xyz,-1555.144979,20,Au20,0.21860767728237704,0.3562598760559452,0.025,0.7085409052668848,62,6.2,13,2,Au,0.86212063,-2.2e-07,2.01638745,Au,-1.39736173,1.2e-07,-3.76176786,Au,3.1066445,2.2e-07,0.62830425,Au,-3.37010784,-7e-08,1.05987552,Au,-4.13359184,0.0,3.54284302,Au,3.47803271,-2e-07,-1.96565088,Au,1.17136265,-8e-08,-3.27037552,Au,-1.5683251,-3e-08,2.98747141,Au,0.81482493,-4e-08,-0.67743845,Au,-2.29416088,5e-08,-1.31838222,Au,1.46917089,2.22013273,0.7567045,Au,1.46917108,-2.22013249,0.75670472,Au,-0.58189452,1.86816534,-2.06460698,Au,-0.12268982,2.26040349,2.87775824,Au,-0.12268966,-2.26040329,2.87775807,Au,-0.5818947,-1.8681653,-2.06460709,Au,-1.11337295,1.3936249,0.60945636,Au,2.01406734,2.1365007,-1.79994542,Au,2.01406715,-2.13650092,-1.7999455,Au,-1.11337286,-1.39362493,0.60945637
709.xyz,-1555.114359,20,Au20,0.3979508419977466,0.733610131734666,0.075,0.7242038764234666,60,6.0,10,4,Au,0.02217154,-2.2e-07,3.43556838,Au,1.02257322,-1.1e-07,0.94349634,Au,-2.46801548,8e-08,-0.40772064,Au,3.43953233,4e-08,-0.30159452,Au,-0.15248615,-3.49577216,0.51789868,Au,-0.15248668,3.4957728,0.51789957,Au,-0.19784329,-1.36775613,-1.10340724,Au,-0.19784305,1.36775699,-1.10340631,Au,2.23707066,-1.30168518,-2.277047,Au,-1.28327654,-1.32164802,1.51882474,Au,-1.28327689,1.32164839,1.51882497,Au,2.23707063,1.30168427,-2.27704716,Au,1.00197591,-2.2339488,2.51079284,Au,-2.35880107,-1.30427918,-2.68934294,Au,-2.35880005,1.3042786,-2.68934291,Au,1.00197614,2.23394804,2.51079235,Au,2.17820981,2.30975334,0.1434049,Au,-2.43298078,2.66803711,-0.45600001,Au,-2.43298072,-2.66803688,-0.4559998,Au,2.1782105,-2.30975298,0.14340578
28.xyz,-1554.990032,20,Au20,0.20770230198721878,0.28812057849132056,0.0,0.6766129226767182,58,5.8,8,4,Au,2.64778211,-1.52024313,1.00378989,Au,-2.64778208,1.52024309,1.00378984,Au,-0.17880456,2.66456046,1.41708334,Au,0.17880461,-2.66456033,1.41708317,Au,1.73878508,0.9850963,0.62371471,Au,-1.73878492,-0.98509611,0.62371463,Au,-0.64645544,1.12169561,-0.63698665,Au,0.64645551,-1.1216953,-0.6369866,Au,0.96157401,1.15260463,3.33799828,Au,-0.96157386,-1.15260466,3.33799828,Au,-1.64926813,1.37951455,3.51876475,Au,1.6492681,-1.37951455,3.51876486,Au,4.18089185,-1.95245592,3.08292232,Au,-4.18089194,1.95245564,3.08292239,Au,-0.07709453,3.54390955,3.85803779,Au,0.0770942,-3.54390963,3.85803763,Au,3.41348667,0.49565599,2.60040193,Au,-3.41348659,-0.49565615,2.60040187,Au,2.34373281,-3.71624761,2.53972285,Au,-2.34373291,3.71624756,2.53972278
849.xyz,-1554.97959,20,Au20,0.6496782841006269,0.8956429997493415,0.7,0.6423503785463627,63,6.3,10,5,Au,-0.00485051,-0.00085502,-2.3122134,Au,-0.00485051,-0.00085502,2.3122134,Au,3.1232102,0.50656975,0.0,Au,-1.98834519,2.4598295,-0.0,Au,-1.10936264,-2.96147638,-0.0,Au,0.53267452,1.45437557,-0.0,Au,-1.58569905,-0.25715609,0.0,Au,0.96509993,-1.212471,-0.0,Au,2.04293377,1.66219316,2.15036467,Au,-2.45407958,0.93876023,2.18205329,Au,0.43628105,-2.63977804,2.17574903,Au,2.04293376,1.66219316,-2.15036466,Au,-2.45407957,0.93876023,-2.18205329,Au,0.43628105,-2.63977806,-2.17574903,Au,-2.03214696,-1.66606343,2.18251682,Au,2.46306951,-0.9314986,2.15008695,Au,-0.41999616,2.64240604,2.17549672,Au,-2.03214695,-1.66606343,-2.18251681,Au,2.4630695,-0.93149861,-2.15008695,Au,-0.41999616,2.64240605,-2.17549672
370.xyz,-1554.932966,20,Au20,0.26057417123551757,0.447563768396385,0.025,0.7290848986429171,61,6.1,11,3,Au,0.76940486,0.25316118,0.93562326,Au,0.70446795,0.21256946,-1.6306706,Au,0.48687362,-0.15462401,3.48436874,Au,0.60503794,0.09859676,-4.22485791,Au,-2.35655172,3.4327862,0.87778915,Au,-1.08032673,-3.759101,1.27066607,Au,-0.14246743,-2.06149926,-0.47100759,Au,-0.49600475,2.27818107,-0.54719295,Au,-1.89944091,-0.06099707,-0.57891406,Au,2.40768652,-1.46111783,-0.26010147,Au,-2.85966947,0.98449656,1.62755458,Au,2.96505418,-0.54619813,2.19025298,Au,2.04994513,1.83196513,2.7073656,Au,-1.40318945,-1.1863896,1.80792098,Au,-1.45291235,1.22116398,-2.83874127,Au,1.47096441,-2.0072805,-2.70948438,Au,-1.08734668,-1.36559001,-2.8274122,Au,0.84536547,2.43317828,-2.97623442,Au,1.00540176,-2.27226534,1.93782602,Au,-0.53229236,2.12896412,2.22524947
